x,y,z,pressure
0.001388888888888889,0,0.015277777777777779,-3.849474439445506
0.001388888888888889,0,0.016666666666666666,-3.849474439445506
0.001388888888888889,0,0.018055555555555557,-3.849474439445506
0.001388888888888889,0,0.019444444444444445,-3.849474439445506
0.001388888888888889,0,0.020833333333333336,-3.849474439445506
0.001388888888888889,0,0.022222222222222223,-3.849474439445506
0.001388888888888889,0,0.02361111111111111,-3.849474439445506
0.001388888888888889,0,0.025,-3.849474439445506
0.001388888888888889,0,0.02638888888888889,-3.849474439445506
0.001388888888888889,0,0.02777777777777778,-3.8494744390083944
0.001388888888888889,0,0.029166666666666667,-3.849474445468376
0.001388888888888889,0.001388888888888889,0,-3.8494744390083944
0.001388888888888889,0.001388888888888889,0.001388888888888889,-3.8494744336821376
0.001388888888888889,0.001388888888888889,0.002777777777777778,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.004166666666666667,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.005555555555555556,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.006944444444444445,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.008333333333333333,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.009722222222222222,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.011111111111111112,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.0125,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.01388888888888889,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.015277777777777779,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.016666666666666666,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.018055555555555557,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.019444444444444445,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.020833333333333336,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.022222222222222223,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.02361111111111111,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.025,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.02638888888888889,-3.84947443489457
0.001388888888888889,0.001388888888888889,0.02777777777777778,-3.8494744336821376
0.001388888888888889,0.001388888888888889,0.029166666666666667,-3.8494744390083944
0.001388888888888889,0.002777777777777778,0,-3.849474439445506
0.001388888888888889,0.002777777777777778,0.001388888888888889,-3.84947443489457
0.001388888888888889,0.002777777777777778,0.002777777777777778,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.004166666666666667,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.005555555555555556,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.006944444444444445,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.008333333333333333,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.009722222222222222,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.011111111111111112,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.0125,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.01388888888888889,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.015277777777777779,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.016666666666666666,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.018055555555555557,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.019444444444444445,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.020833333333333336,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.022222222222222223,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.02361111111111111,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.025,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.02638888888888889,-3.849474435636448
0.001388888888888889,0.002777777777777778,0.02777777777777778,-3.84947443489457
0.001388888888888889,0.002777777777777778,0.029166666666666667,-3.849474439445506
0.001388888888888889,0.004166666666666667,0,-3.849474439445506
0.001388888888888889,0.004166666666666667,0.001388888888888889,-3.84947443489457
0.001388888888888889,0.004166666666666667,0.002777777777777778,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.004166666666666667,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.005555555555555556,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.006944444444444445,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.008333333333333333,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.009722222222222222,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.011111111111111112,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.0125,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.01388888888888889,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.015277777777777779,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.016666666666666666,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.018055555555555557,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.019444444444444445,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.020833333333333336,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.022222222222222223,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.02361111111111111,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.025,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.02638888888888889,-3.849474435636448
0.001388888888888889,0.004166666666666667,0.02777777777777778,-3.84947443489457
0.001388888888888889,0.004166666666666667,0.029166666666666667,-3.849474439445506
0.001388888888888889,0.005555555555555556,0,-3.849474439445506
0.001388888888888889,0.005555555555555556,0.001388888888888889,-3.84947443489457
0.001388888888888889,0.005555555555555556,0.002777777777777778,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.004166666666666667,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.005555555555555556,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.006944444444444445,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.008333333333333333,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.009722222222222222,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.011111111111111112,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.0125,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.01388888888888889,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.015277777777777779,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.016666666666666666,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.018055555555555557,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.019444444444444445,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.020833333333333336,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.022222222222222223,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.02361111111111111,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.025,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.02638888888888889,-3.849474435636448
0.001388888888888889,0.005555555555555556,0.02777777777777778,-3.84947443489457
0.001388888888888889,0.005555555555555556,0.029166666666666667,-3.849474439445506
0.001388888888888889,0.006944444444444445,0,-3.849474439445506
0.001388888888888889,0.006944444444444445,0.001388888888888889,-3.84947443489457
0.001388888888888889,0.006944444444444445,0.002777777777777778,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.004166666666666667,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.005555555555555556,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.006944444444444445,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.008333333333333333,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.009722222222222222,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.011111111111111112,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.0125,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.01388888888888889,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.015277777777777779,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.016666666666666666,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.018055555555555557,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.019444444444444445,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.020833333333333336,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.022222222222222223,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.02361111111111111,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.025,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.02638888888888889,-3.849474435636448
0.001388888888888889,0.006944444444444445,0.02777777777777778,-3.84947443489457
0.001388888888888889,0.006944444444444445,0.029166666666666667,-3.849474439445506
0.001388888888888889,0.008333333333333333,0,-3.849474439445506
0.001388888888888889,0.008333333333333333,0.001388888888888889,-3.84947443489457
0.001388888888888889,0.008333333333333333,0.002777777777777778,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.004166666666666667,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.005555555555555556,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.006944444444444445,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.008333333333333333,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.009722222222222222,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.011111111111111112,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.0125,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.01388888888888889,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.015277777777777779,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.016666666666666666,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.018055555555555557,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.019444444444444445,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.020833333333333336,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.022222222222222223,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.02361111111111111,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.025,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.02638888888888889,-3.849474435636448
0.001388888888888889,0.008333333333333333,0.02777777777777778,-3.84947443489457
0.001388888888888889,0.008333333333333333,0.029166666666666667,-3.849474439445506
0.001388888888888889,0.009722222222222222,0,-3.849474439445506
0.001388888888888889,0.009722222222222222,0.001388888888888889,-3.84947443489457
0.001388888888888889,0.009722222222222222,0.002777777777777778,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.004166666666666667,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.005555555555555556,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.006944444444444445,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.008333333333333333,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.009722222222222222,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.011111111111111112,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.0125,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.01388888888888889,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.015277777777777779,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.016666666666666666,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.018055555555555557,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.019444444444444445,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.020833333333333336,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.022222222222222223,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.02361111111111111,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.025,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.02638888888888889,-3.849474435636448
0.001388888888888889,0.009722222222222222,0.02777777777777778,-3.84947443489457
0.001388888888888889,0.009722222222222222,0.029166666666666667,-3.849474439445506
0.001388888888888889,0.011111111111111112,0,-3.849474439445506
0.001388888888888889,0.011111111111111112,0.001388888888888889,-3.84947443489457
0.001388888888888889,0.011111111111111112,0.002777777777777778,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.004166666666666667,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.005555555555555556,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.006944444444444445,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.008333333333333333,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.009722222222222222,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.011111111111111112,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.0125,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.01388888888888889,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.015277777777777779,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.016666666666666666,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.018055555555555557,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.019444444444444445,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.020833333333333336,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.022222222222222223,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.02361111111111111,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.025,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.02638888888888889,-3.849474435636448
0.001388888888888889,0.011111111111111112,0.02777777777777778,-3.84947443489457
0.001388888888888889,0.011111111111111112,0.029166666666666667,-3.849474439445506
0.001388888888888889,0.0125,0,-3.849474439445506
0.001388888888888889,0.0125,0.001388888888888889,-3.84947443489457
0.001388888888888889,0.0125,0.002777777777777778,-3.849474435636448
0.001388888888888889,0.0125,0.004166666666666667,-3.849474435636448
0.001388888888888889,0.0125,0.005555555555555556,-3.849474435636448
0.001388888888888889,0.0125,0.006944444444444445,-3.849474435636448
0.001388888888888889,0.0125,0.008333333333333333,-3.849474435636448
0.001388888888888889,0.0125,0.009722222222222222,-3.849474435636448
0.001388888888888889,0.0125,0.011111111111111112,-3.849474435636448
0.001388888888888889,0.0125,0.0125,-3.849474435636448
0.001388888888888889,0.0125,0.01388888888888889,-3.849474435636448
0.001388888888888889,0.0125,0.015277777777777779,-3.849474435636448
0.001388888888888889,0.0125,0.016666666666666666,-3.849474435636448
0.001388888888888889,0.0125,0.018055555555555557,-3.849474435636448
0.001388888888888889,0.0125,0.019444444444444445,-3.849474435636448
0.001388888888888889,0.0125,0.020833333333333336,-3.849474435636448
0.001388888888888889,0.0125,0.022222222222222223,-3.849474435636448
0.001388888888888889,0.0125,0.02361111111111111,-3.849474435636448
